"","weight","age","voted","party","registered","method_vote"
"640",3.74704234871518,53,"yes","Independent","Yes","In person on election day"
"641",2.16941255068298,39,"NAorMissing","NAorMissing","No","Dontknow_skipped_notasked"
"642",0.529519530753868,44,"no","Democrat","Yes","Dontknow_skipped_notasked"
"643",0.416936614586107,81,"yes","Democrat","Yes","Voted by mail or absentee"
"644",0.453769410619987,36,"yes","Democrat","Yes","In person early"
"645",2.40094831094882,73,"yes","Republican","Yes","In person on election day"
"646",0.892068920963795,28,"yes","Independent","Yes","In person on election day"
"647",1.5346280618019,57,"yes","Independent","Yes","In person on election day"
"648",0.550637466577643,31,"yes","Democrat","Yes","In person on election day"
"649",0.972931716980914,55,"yes","Republican","Yes","In person early"
"650",0.627327494521317,62,"yes","Democrat","Yes","In person early"
"651",1.00820226393389,36,"yes","Republican","Yes","In person on election day"
"652",0.779464229151639,55,"yes","Independent","Yes","In person on election day"
"653",0.674904858800855,42,"yes","Democrat","Yes","In person early"
"654",1.1460808099613,52,"yes","Independent","Yes","In person early"
"655",0.0872242035979572,68,"yes","Democrat","Yes","In person on election day"
"656",1.00820226393389,38,"yes","Independent","Yes","In person on election day"
"657",0.722987265887316,60,"yes","Democrat","Yes","In person early"
"658",0.527686774087478,67,"yes","Democrat","Yes","In person early"
"659",1.07956128195736,65,"yes","Republican","Yes","In person on election day"
"660",1.4607315779828,61,"yes","Democrat","Yes","In person on election day"
"661",0.780132305508881,59,"yes","Republican","Yes","Voted by mail or absentee"
"662",0.289109819958628,65,"yes","Democrat","Yes","Voted by mail or absentee"
"663",0.111174694540926,57,"yes","Independent","Yes","In person on election day"
"664",2.01935697009316,70,"yes","Independent","Yes","In person early"
"665",1.17371754700125,33,"yes","Democrat","Yes","Voted by mail or absentee"
"666",2.50070670217703,52,"yes","Independent","Yes","In person on election day"
"667",1.59072270729461,56,"yes","Independent","Yes","In person early"
"668",0.686173818915884,64,"yes","Democrat","Yes","Voted by mail or absentee"
"669",0.141701813007044,21,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"670",0.550637466577643,36,"yes","Democrat","Yes","Voted by mail or absentee"
"671",0.901664034405348,61,"yes","Democrat","Yes","In person early"
"672",0.627597412761044,50,"yes","Independent","Yes","In person early"
"673",0.754490519148596,60,"yes","Republican","Yes","In person on election day"
"674",0.590916860579319,64,"yes","Democrat","Yes","In person on election day"
"675",0.386872096172676,56,"yes","Democrat","Yes","In person on election day"
"676",0.722987265887316,56,"yes","Democrat","Yes","In person early"
"677",0.989115851561254,37,"yes","Republican","Yes","In person on election day"
"678",1.30680710413817,48,"yes","Other","Yes","In person on election day"
"679",0.512327440607893,49,"yes","Democrat","Yes","In person early"
"680",1.07956128195736,64,"yes","Independent","Yes","In person on election day"
"681",0.315704813217389,47,"yes","Republican","Yes","Voted by mail or absentee"
"682",0.924241253462949,47,"yes","Independent","Yes","In person on election day"
"683",0.989115851561254,44,"yes","Independent","Yes","In person on election day"
"684",0.485684499143765,50,"yes","Independent","Yes","In person early"
"685",0.761999973710972,52,"yes","Independent","Yes","In person early"
"686",0.285113232822652,68,"yes","Democrat","Yes","In person on election day"
"687",0.531235687844277,60,"yes","Democrat","Yes","In person on election day"
"688",0.453769410619987,41,"yes","Democrat","Yes","In person on election day"
"689",1.15430129693378,44,"yes","Democrat","Yes","In person on election day"
"690",0.867314298946592,40,"yes","Democrat","Yes","Voted by mail or absentee"
"691",1.59072270729461,63,"yes","Independent","Yes","In person early"
"692",0.116904465098445,31,"yes","Other","Yes","In person on election day"
"693",1.05871435078542,31,"yes","Independent","Yes","Voted by mail or absentee"
"694",0.590916860579319,49,"yes","Independent","Yes","Voted by mail or absentee"
"695",0.724253598925693,38,"yes","Independent","Yes","Voted by mail or absentee"
"696",0.201268137896486,59,"yes","Democrat","Yes","In person on election day"
"697",1.01413934831512,63,"yes","Democrat","Yes","Voted by mail or absentee"
"698",0.847889482756069,38,"no","Democrat","Yes","Dontknow_skipped_notasked"
"699",0.885780506035762,60,"yes","Independent","Yes","Voted by mail or absentee"
"700",0.750445949857778,72,"yes","Independent","Yes","In person on election day"
"701",0.159574644779275,60,"yes","Other","Yes","In person on election day"
"702",0.26723834979098,32,"no","Republican","Yes","Dontknow_skipped_notasked"
"703",0.560740182520688,31,"no","Democrat","Yes","Dontknow_skipped_notasked"
"704",0.840430509618347,60,"yes","Republican","Yes","In person on election day"
"705",0.573713395500861,53,"yes","Independent","Yes","In person on election day"
"706",0.486560221239386,55,"yes","Republican","Yes","In person on election day"
"707",0.28785306634187,54,"yes","Republican","Yes","In person on election day"
"708",1.34547365367405,66,"yes","Republican","Yes","In person on election day"
"709",1.30203212783569,65,"yes","Republican","Yes","In person on election day"
"710",0.34266657329423,42,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"711",0.754490519148596,56,"yes","Republican","Yes","In person on election day"
"712",0.710977698585883,49,"yes","Republican","Yes","In person on election day"
"713",1.10438804366343,47,"yes","Independent","Yes","Voted by mail or absentee"
"714",1.07150943608499,48,"yes","Democrat","Yes","In person early"
"715",0.747598068165838,32,"yes","Republican","Yes","In person on election day"
"716",0.397300437319286,53,"yes","Democrat","Yes","In person early"
"717",1.37732298476443,54,"yes","Independent","Yes","In person on election day"
"718",0.927825656283089,71,"yes","Independent","Yes","Voted by mail or absentee"
"719",1.00928808820569,69,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"720",0.132371455925578,75,"yes","Other","Yes","Voted by mail or absentee"
"721",0.397678703323619,61,"yes","Republican","Yes","In person on election day"
"722",0.703931824570981,74,"yes","Democrat","Yes","Voted by mail or absentee"
"723",0.548209590757366,53,"yes","Republican","Yes","In person on election day"
"724",0.840430509618347,61,"yes","Republican","Yes","Voted by mail or absentee"
"725",2.64760456052675,32,"yes","Democrat","Yes","Voted by mail or absentee"
"726",0.166904232883947,41,"yes","Democrat","Yes","In person on election day"
"727",1.71165321165326,59,"yes","Democrat","Yes","In person early"
"728",0.537390712272793,63,"yes","Republican","Yes","Voted by mail or absentee"
"729",0.429430412446283,32,"yes","Democrat","Yes","In person early"
"730",0.583135079149594,43,"yes","Democrat","Yes","In person early"
"731",2.21806502428681,85,"yes","Republican","Yes","Voted by mail or absentee"
"732",0.581531253904232,27,"yes","Republican","Yes","In person on election day"
"733",0.259442779840008,50,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"734",1.23318359250366,74,"NAorMissing","Independent","No","Dontknow_skipped_notasked"
"735",0.586704264499973,26,"yes","Independent","Yes","In person on election day"
"736",1.74894149935979,48,"NAorMissing","Republican","No","Dontknow_skipped_notasked"
"737",1.40137751737589,54,"yes","Republican","Yes","Voted by mail or absentee"
"738",0.429430412446283,39,"yes","Democrat","Yes","Voted by mail or absentee"
"739",5.70725397321118,37,"yes","Democrat","Yes","Voted by mail or absentee"
"740",0.885780506035762,60,"yes","Republican","Yes","In person early"
"741",1.0445427645894,73,"yes","Republican","Yes","Voted by mail or absentee"
"742",0.980806099165676,65,"yes","Democrat","Yes","Voted by mail or absentee"
"743",0.486097412471359,64,"yes","Democrat","Yes","Voted by mail or absentee"
"744",0.803520301717499,68,"yes","Republican","Yes","Voted by mail or absentee"
"745",0.7536173258152,84,"yes","Republican","Yes","Voted by mail or absentee"
"746",0.266706766585,40,"yes","Independent","Yes","In person early"
"747",0.784844371219282,66,"yes","Democrat","Yes","Voted by mail or absentee"
"748",0.9231197719462,50,"yes","Republican","Yes","In person on election day"
"749",1.49861819901807,45,"yes","Republican","Yes","In person on election day"
"750",1.07956128195736,59,"yes","Democrat","Yes","In person on election day"
"751",0.267190433111515,80,"yes","Democrat","Yes","Voted by mail or absentee"
"752",0.907521523418354,67,"yes","Democrat","Yes","In person early"
"753",0.784844371219282,70,"yes","Democrat","Yes","Voted by mail or absentee"
"754",0.203156147055335,47,"no","Democrat","Yes","Dontknow_skipped_notasked"
"755",0.509649931988706,54,"yes","Republican","Yes","In person on election day"
"756",0.652854022704739,29,"yes","Independent","Yes","Voted by mail or absentee"
"757",0.541998476901359,61,"no","Independent","Yes","Dontknow_skipped_notasked"
"758",5.83451180238335,61,"yes","Republican","Yes","In person on election day"
"759",2.19493574444297,25,"NAorMissing","Republican","No","Dontknow_skipped_notasked"
"760",0.702492464210311,49,"yes","Democrat","Yes","In person early"
"761",0.200059649054288,65,"yes","Other","Yes","In person early"
"762",0.741701806963729,39,"no","Republican","Yes","Dontknow_skipped_notasked"
"763",1.37732298476443,54,"yes","Republican","Yes","In person on election day"
"764",1.04289398748157,62,"yes","Democrat","Yes","In person on election day"
"765",0.124596173408409,80,"yes","Democrat","Yes","In person on election day"
"766",0.429430412446283,37,"yes","Republican","Yes","In person early"
"767",0.872261211832527,64,"yes","Democrat","Yes","Voted by mail or absentee"
"768",0.256015126123228,52,"no","Democrat","Yes","Voted by mail or absentee"
"769",0.464263276073198,50,"yes","Republican","Yes","In person on election day"
"770",3.41367808443318,37,"yes","Democrat","No","In person on election day"
"771",0.740191262531684,47,"yes","Republican","Yes","In person on election day"
"772",1.07956128195736,55,"yes","Independent","Yes","In person on election day"
"773",1.0026484223671,31,"yes","Independent","Yes","Voted by mail or absentee"
"774",0.949959418693993,82,"yes","Republican","Yes","In person on election day"
"775",4.21347738998548,40,"NAorMissing","NAorMissing","No","Dontknow_skipped_notasked"
"776",0.100534312256494,33,"yes","Democrat","Yes","In person on election day"
"777",0.428298774568381,33,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"778",0.912335785147448,73,"yes","Independent","Yes","In person on election day"
"779",0.57240235840395,39,"yes","Democrat","Yes","In person on election day"
"780",0.226369084880429,76,"yes","Democrat","Yes","Voted by mail or absentee"
"781",1.74457624973441,59,"no","Democrat","No","Dontknow_skipped_notasked"
"782",2.87095416705445,57,"yes","Independent","Yes","Voted by mail or absentee"
"783",0.315804184738265,37,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"784",1.43145153532403,21,"NAorMissing","NAorMissing","No","Dontknow_skipped_notasked"
"785",1.34636061630053,59,"yes","Republican","Yes","In person on election day"
"786",1.07956128195736,61,"yes","Other","Yes","In person on election day"
"787",1.27363392568151,70,"yes","Independent","Yes","Voted by mail or absentee"
"788",0.953545115154858,31,"yes","Republican","Yes","In person early"
"789",1.64727332356567,60,"yes","Republican","Yes","In person on election day"
"790",0.980806099165676,49,"yes","Democrat","Yes","Voted by mail or absentee"
"791",0.436809394028929,65,"yes","Democrat","Yes","In person on election day"
"792",0.976022470617042,58,"yes","Republican","Yes","In person on election day"
"793",0.716995298784536,54,"yes","Republican","Yes","Voted by mail or absentee"
"794",0.604978147916144,59,"yes","Republican","Yes","In person early"
"795",0.867314298946592,41,"yes","Independent","Yes","In person on election day"
"796",0.712690192037163,54,"yes","Independent","Yes","In person early"
"797",2.12891444412335,25,"yes","Independent","Yes","In person on election day"
"798",0.363520416509098,57,"yes","Republican","Yes","Voted by mail or absentee"
"799",1.20781275340374,77,"yes","Democrat","Yes","In person early"
"800",1.09755865983401,59,"yes","Democrat","Yes","In person early"
"801",0.722998141359032,55,"yes","Independent","Yes","In person early"
"802",0.725236259801508,65,"yes","Democrat","Yes","In person on election day"
"803",0.913659561628628,58,"yes","Republican","Yes","In person on election day"
"804",1.32044647892826,64,"yes","Democrat","Yes","In person on election day"
"805",0.259513592555932,56,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"806",0.243115702737214,64,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"807",0.532350223486142,73,"yes","Republican","Yes","In person on election day"
"808",0.503425057516509,58,"yes","Independent","Yes","In person on election day"
"809",1.0329219869771,64,"yes","Independent","Yes","In person early"
"810",1.8217321243837,56,"yes","Democrat","Yes","In person early"
"811",0.929438506519266,62,"yes","Democrat","Yes","Voted by mail or absentee"
"812",1.64727332356567,60,"yes","Independent","Yes","In person early"
"813",1.62381219794912,63,"yes","Republican","Yes","In person on election day"
"814",1.92516834279018,76,"yes","Independent","Yes","In person on election day"
"815",0.556837626090216,48,"yes","Democrat","Yes","In person on election day"
"816",0.834904879820001,60,"yes","Democrat","Yes","Voted by mail or absentee"
"817",0.590359587814816,66,"yes","Independent","Yes","In person early"
"818",0.788132626849273,29,"yes","Democrat","Yes","Voted by mail or absentee"
"819",0.936856937608587,71,"yes","Democrat","Yes","In person on election day"
"820",0.111073318813802,68,"no","Democrat","Yes","Dontknow_skipped_notasked"
"821",0.354252630377455,67,"yes","Republican","Yes","In person on election day"
"822",0.421780972151286,49,"yes","Democrat","Yes","In person on election day"
"823",0.786446273715529,53,"yes","Democrat","Yes","In person early"
"824",1.42931956843803,59,"yes","Independent","Yes","Voted by mail or absentee"
"825",0.835084015238595,49,"yes","Independent","Yes","Voted by mail or absentee"
"826",0.370218758119724,35,"yes","Democrat","Yes","In person on election day"
"827",0.655396146091513,62,"yes","Democrat","Yes","In person on election day"
"828",1.78883183130202,64,"yes","Independent","Yes","In person on election day"
"829",0.856432464747645,61,"yes","Republican","Yes","In person on election day"
"830",0.292728755175907,43,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"831",0.761999973710972,53,"yes","Democrat","Yes","Voted by mail or absentee"
"832",0.486097412471359,57,"yes","Democrat","Yes","In person on election day"
"833",0.675761809494465,52,"no","Independent","Yes","Dontknow_skipped_notasked"
"834",1.23697951386172,33,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"835",0.220822297537637,56,"yes","Other","Yes","Voted by mail or absentee"
"836",0.227108137647501,53,"no","Democrat","Yes","Dontknow_skipped_notasked"
"837",0.169941953309471,70,"yes","Democrat","Yes","In person on election day"
"838",1.00761724816496,36,"NAorMissing","Independent","No","Dontknow_skipped_notasked"
"839",0.167570770816431,60,"yes","Democrat","Yes","In person on election day"
"840",0.417763378275375,60,"yes","Independent","Yes","Voted by mail or absentee"
"841",1.31420129827806,80,"yes","Democrat","Yes","In person early"
"842",0.70461868375186,44,"yes","Republican","Yes","In person on election day"
"843",0.686906369878102,60,"yes","Republican","Yes","Voted by mail or absentee"
"844",0.556837626090216,57,"yes","Democrat","Yes","Voted by mail or absentee"
"845",0.606390845141409,59,"yes","Republican","Yes","In person on election day"
"846",0.432605696809972,60,"yes","Independent","Yes","In person on election day"
"847",2.00515827670273,63,"yes","Republican","Yes","In person on election day"
"848",0.97815863830034,38,"yes","Republican","Yes","In person early"
"849",0.471543208128205,56,"yes","Democrat","Yes","In person on election day"
"850",0.518444474368769,28,"yes","Independent","Yes","In person on election day"
"851",0.370218758119724,45,"yes","Democrat","Yes","In person on election day"
"852",0.68246506036648,34,"yes","Independent","Yes","In person early"
"853",0.89236127148199,74,"yes","Democrat","Yes","Voted by mail or absentee"
"854",2.23854096990717,34,"yes","Independent","Yes","In person on election day"
"855",1.52768232438698,70,"yes","Republican","Yes","Voted by mail or absentee"
"856",1.32084411813021,52,"yes","Independent","Yes","In person on election day"
"857",1.56425412071613,23,"yes","Republican","Yes","Voted by mail or absentee"
"858",0.591740337583862,65,"yes","Republican","Yes","In person early"
"859",1.13390105903944,54,"yes","Independent","Yes","In person early"
"860",0.948513375116323,59,"yes","Democrat","Yes","In person early"
"861",1.00366767844997,34,"yes","Independent","Yes","In person on election day"
"862",0.486097412471359,46,"yes","Democrat","Yes","In person on election day"
"863",0.971772883569036,70,"yes","Republican","Yes","In person early"
"864",1.24380661569233,63,"yes","Other","Yes","In person early"
"865",0.0935213295121806,39,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"866",1.30680710413817,62,"yes","Independent","Yes","In person on election day"
"867",0.147376476948636,48,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"868",2.60363336248576,89,"yes","Democrat","Yes","Voted by mail or absentee"
"869",1.60385690168631,66,"yes","Republican","Yes","In person early"
"870",2.36986342776399,54,"yes","Independent","Yes","In person on election day"
"871",0.57194836967775,71,"yes","Independent","Yes","In person on election day"
"872",2.42866708698947,73,"NAorMissing","Democrat","No","Dontknow_skipped_notasked"
"873",0.9231197719462,56,"yes","Republican","Yes","In person on election day"
"874",1.1996668303257,46,"NAorMissing","Other","No","Dontknow_skipped_notasked"
"875",0.729231607241507,57,"yes","Republican","Yes","Voted by mail or absentee"
"876",0.33692421609472,35,"no","Democrat","Yes","Dontknow_skipped_notasked"
"877",0.531235687844277,56,"yes","Democrat","Yes","In person on election day"
"878",1.07655049685429,33,"yes","Republican","Yes","In person on election day"
"879",0.583135079149594,43,"yes","Democrat","Yes","Voted by mail or absentee"
"880",0.214695631315248,54,"yes","Democrat","Yes","Voted by mail or absentee"
"881",0.790455786839717,71,"yes","Other","Yes","Voted by mail or absentee"
"882",1.58451890425464,40,"yes","Republican","Yes","In person on election day"
"883",0.589268854383914,34,"yes","Democrat","Yes","Voted by mail or absentee"
"884",1.1460808099613,62,"yes","Republican","Yes","In person on election day"
"885",1.00380269330558,60,"yes","Republican","Yes","In person on election day"
"886",1.07956128195736,64,"yes","Republican","Yes","In person on election day"
"887",1.96720509764639,56,"yes","Democrat","Yes","Voted by mail or absentee"
"888",0.550637466577643,38,"yes","Democrat","Yes","Voted by mail or absentee"
"889",0.333522317575959,45,"no","Republican","Yes","Dontknow_skipped_notasked"
"890",1.7882101896684,69,"yes","Democrat","Yes","In person on election day"
"891",0.786446273715529,64,"yes","Democrat","Yes","In person on election day"
"892",0.245759587248351,53,"no","Republican","Yes","Dontknow_skipped_notasked"
"893",0.486097412471359,56,"yes","Democrat","Yes","Voted by mail or absentee"
"894",0.212778330360529,26,"yes","Independent","Yes","In person early"
"895",0.227108137647501,52,"NAorMissing","Democrat","Yes","Dontknow_skipped_notasked"
"896",2.98531873100987,23,"yes","Democrat","Yes","Voted by mail or absentee"
"897",0.721481840154097,58,"yes","Democrat","Yes","In person early"
"898",0.740049626589863,43,"yes","Republican","Yes","Voted by mail or absentee"
"899",0.208522410871476,42,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"900",0.104417115268112,43,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"901",1.64727332356567,61,"yes","Republican","Yes","In person on election day"
"902",0.467874624809961,42,"yes","Other","Yes","In person early"
"903",0.540791160627177,36,"no","Democrat","Yes","Dontknow_skipped_notasked"
"904",0.242838804857827,35,"no","Democrat","Yes","Dontknow_skipped_notasked"
"905",0.539366828826677,63,"yes","Democrat","Yes","In person on election day"
"906",1.09755865983401,60,"yes","Independent","Yes","In person on election day"
"907",1.46645792081835,25,"yes","Independent","Yes","In person on election day"
"908",0.497804323747199,60,"yes","Democrat","Yes","Voted by mail or absentee"
"909",2.76650226807807,21,"yes","Republican","Yes","In person on election day"
"910",0.35184597456399,50,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"911",0.16435861688341,71,"yes","Other","Yes","In person on election day"
"912",0.722987265887316,47,"yes","Democrat","Yes","In person on election day"
"913",1.0020997480281,72,"yes","Republican","Yes","In person early"
"914",0.653637418574435,22,"yes","Democrat","Yes","In person on election day"
"915",0.40865599250743,57,"yes","Republican","Yes","Voted by mail or absentee"
"916",0.341346942848155,76,"no","Republican","Yes","Dontknow_skipped_notasked"
"917",0.740191262531684,53,"yes","Republican","Yes","Voted by mail or absentee"
"918",0.867314298946592,39,"yes","Democrat","Yes","In person on election day"
"919",0.382759617204773,46,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"920",2.50070670217703,62,"yes","Republican","Yes","Voted by mail or absentee"
"921",1.96425719490264,43,"yes","Independent","Yes","In person on election day"
"922",1.01066903748442,70,"yes","Republican","Yes","In person on election day"
"923",1.17651914849879,28,"NAorMissing","NAorMissing","No","Dontknow_skipped_notasked"
"924",1.08496966790561,45,"yes","Democrat","Yes","In person on election day"
"925",1.01214963764657,50,"yes","Independent","Yes","In person on election day"
"926",1.40245995736094,68,"yes","Democrat","Yes","Voted by mail or absentee"
"927",1.07956128195736,55,"yes","Independent","Yes","In person early"
"928",0.674744650569393,62,"NAorMissing","Other","No","Dontknow_skipped_notasked"
"929",1.23255390231409,44,"yes","Democrat","Yes","Voted by mail or absentee"
"930",1.00761724816496,45,"NAorMissing","Other","No","Dontknow_skipped_notasked"
"931",0.263313770142472,57,"yes","Democrat","Yes","In person on election day"
"932",0.761712274881218,89,"yes","Republican","Yes","In person early"
"933",2.50070670217703,63,"yes","Independent","Yes","In person on election day"
"934",0.441059923316572,71,"yes","Democrat","Yes","Voted by mail or absentee"
"935",2.14429491562365,41,"yes","Republican","Yes","In person on election day"
"936",0.243115702737214,55,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"937",0.332147832933237,59,"yes","Republican","Yes","In person on election day"
"938",0.9231197719462,59,"yes","Republican","Yes","In person on election day"
"939",1.07450416362016,27,"yes","Democrat","Yes","In person on election day"
"940",1.46072878189716,43,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"941",0.424929085720929,44,"yes","Democrat","Yes","In person on election day"
"942",0.800344446319741,33,"yes","Republican","Yes","In person on election day"
"943",2.98531873100987,22,"yes","Democrat","Yes","Voted by mail or absentee"
"944",0.246183874764205,52,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"945",1.0020997480281,73,"yes","Independent","Yes","In person on election day"
"946",1.11450333882552,23,"yes","Republican","Yes","In person on election day"
"947",1.0888268703801,43,"yes","Democrat","Yes","In person on election day"
"948",0.972931716980914,55,"yes","Independent","Yes","In person early"
"949",1.5911568816249,50,"yes","Independent","Yes","In person on election day"
"950",0.909972330887745,59,"yes","Republican","Yes","In person on election day"
"951",0.318406538302994,49,"yes","Independent","Yes","In person on election day"
"952",0.159574644779275,51,"yes","Other","Yes","In person on election day"
"953",1.2254160560102,44,"yes","Democrat","Yes","In person on election day"
"954",0.712690192037163,53,"yes","Democrat","Yes","In person on election day"
"955",0.712690192037163,54,"yes","Independent","Yes","In person early"
"956",4.06997538891206,33,"yes","Democrat","Yes","In person on election day"
"957",1.34636061630053,61,"yes","Republican","Yes","In person early"
"958",0.571525319750408,32,"yes","Democrat","Yes","In person on election day"
"959",0.471376805253392,69,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"960",2.00716634858733,22,"yes","Democrat","Yes","In person on election day"
"961",0.275971010656364,38,"yes","Other","Yes","In person on election day"
"962",0.653284327440201,55,"yes","Independent","Yes","In person on election day"
"963",3.90756992363502,20,"yes","Independent","Yes","Voted by mail or absentee"
"964",1.1722133021556,28,"yes","Democrat","Yes","In person early"
"965",0.454373087144884,52,"yes","Independent","Yes","In person on election day"
"966",0.734462162430239,31,"yes","Democrat","Yes","In person on election day"
"967",0.877311763058212,51,"yes","Democrat","Yes","Voted by mail or absentee"
"968",0.612242633792693,56,"yes","Democrat","Yes","Voted by mail or absentee"
"969",0.566765138207178,30,"no","Democrat","Yes","Dontknow_skipped_notasked"
"970",0.0709699187334329,63,"yes","Democrat","Yes","Voted by mail or absentee"
"971",0.101443805821546,31,"yes","Other","Yes","In person on election day"
"972",1.23255390231409,36,"yes","Independent","Yes","In person early"
"973",0.712690192037163,52,"yes","Democrat","Yes","In person on election day"
"974",1.1460808099613,54,"yes","Republican","Yes","In person on election day"
"975",1.11505329578385,61,"yes","Democrat","Yes","Voted by mail or absentee"
"976",1.43385246225645,76,"yes","Republican","Yes","Voted by mail or absentee"
"977",0.550637466577643,37,"yes","Democrat","Yes","In person early"
"978",0.544056822962686,27,"yes","Republican","Yes","In person on election day"
"979",1.43385246225645,74,"yes","Independent","Yes","Voted by mail or absentee"
"980",0.789143999471854,36,"yes","Democrat","Yes","In person on election day"
"981",1.92516834279018,75,"yes","Independent","Yes","In person early"
"982",0.697145936473806,66,"yes","Democrat","Yes","In person early"
"983",1.22647857806641,43,"yes","Independent","Yes","In person on election day"
"984",2.07528530450919,27,"no","Independent","No","Dontknow_skipped_notasked"
"985",1.81026597499879,57,"yes","Republican","Yes","In person on election day"
"986",0.541417649309836,48,"yes","Republican","Yes","In person on election day"
"987",0.578373693963587,28,"yes","Independent","Yes","In person on election day"
"988",0.468723104574925,67,"yes","Democrat","Yes","In person early"
"989",0.460024425272381,54,"yes","Democrat","Yes","Voted by mail or absentee"
"990",0.831498997821521,60,"yes","Independent","Yes","In person on election day"
"991",5.4539559306884,26,"yes","Independent","Yes","Voted by mail or absentee"
"992",1.08165959040213,34,"yes","Democrat","Yes","In person on election day"
"993",0.212895830192536,46,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"994",0.453769410619987,31,"yes","Democrat","Yes","In person early"
"995",0.341405035742477,61,"yes","Democrat","Yes","In person early"
"996",1.90470899062755,80,"yes","Independent","Yes","Voted by mail or absentee"
"997",0.761999973710972,58,"yes","Democrat","Yes","In person early"
"998",0.771869690926575,29,"yes","Independent","Yes","In person on election day"
"999",0.54908410247116,71,"yes","Democrat","Yes","Voted by mail or absentee"
"1000",0.604277989501686,78,"yes","Democrat","Yes","Voted by mail or absentee"
"1001",2.79622938061862,62,"yes","Independent","Yes","Voted by mail or absentee"
"1002",1.27236419309448,72,"yes","Republican","Yes","In person on election day"
"1003",0.411507886761581,55,"yes","Democrat","Yes","In person on election day"
"1004",0.152646654498299,63,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"1005",2.46412636209701,27,"yes","Other","Yes","In person on election day"
"1006",0.721145403855088,33,"yes","Democrat","Yes","In person on election day"
"1007",0.165636735505801,28,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"1008",1.64388594454369,52,"NAorMissing","Independent","No","Dontknow_skipped_notasked"
"1009",0.534028577192901,32,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"1010",0.133315510634545,66,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"1011",0.332784916582388,58,"yes","Democrat","Yes","In person early"
"1012",0.874522016666846,60,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"1013",0.301020092954294,27,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"1014",0.353331572073732,64,"yes","Democrat","Yes","Voted by mail or absentee"
"1015",1.10468947705408,49,"yes","Independent","Yes","Voted by mail or absentee"
"1016",0.373186880759315,43,"yes","Independent","Yes","Voted by mail or absentee"
"1017",1.32789576098843,22,"yes","Republican","Yes","In person on election day"
"1018",0.0582525283899713,23,"yes","Democrat","Yes","In person on election day"
"1019",1.5272654701737,77,"yes","Republican","Yes","Voted by mail or absentee"
"1020",0.807405097808433,69,"yes","Republican","Yes","In person on election day"
"1021",0.468723104574925,70,"yes","Democrat","Yes","Voted by mail or absentee"
"1022",1.23640514492971,22,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"1023",0.721145403855088,36,"yes","Democrat","Yes","In person on election day"
"1024",0.867314298946592,37,"yes","Democrat","Yes","In person on election day"
"1025",1.25852225446317,48,"NAorMissing","Other","No","Dontknow_skipped_notasked"
"1026",0.159294919753819,43,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"1027",0.177259196239216,38,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"1028",1.16391259581715,30,"yes","Independent","Yes","Voted by mail or absentee"
"1029",6.70259428215774,26,"yes","Democrat","Yes","In person on election day"
"1030",0.620273837473354,61,"yes","Democrat","Yes","Voted by mail or absentee"
"1031",0.206001675364414,34,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"1032",0.162762662368653,35,"yes","Democrat","Yes","In person early"
"1033",0.315360953144892,22,"NAorMissing","NAorMissing","Yes","Dontknow_skipped_notasked"
"1034",0.516236572957741,31,"yes","Democrat","Yes","Voted by mail or absentee"
"1035",0.39915774971576,63,"yes","Democrat","Yes","Voted by mail or absentee"
